KM;LAT;LONG;ESTACA;TEXTO FORMATO GOOGLE;link para google maps
1,91;-22,522040;-44,716498;95,500000;-44.7164982123353,-22.5220396231138;https://www.google.com.br/maps/@-44.7164982123353,-22.5220396231138,20z
1,92;-22,522086;-44,716582;96,000000;-44.7165821605952,-22.5220856189286;https://www.google.com.br/maps/@-44.7165821605952,-22.5220856189286,20z
1,93;-22,522131;-44,716666;96,500000;-44.7166658153571,-22.5221314403571;https://www.google.com.br/maps/@-44.7166658153571,-22.5221314403571,20z
1,94;-22,522179;-44,716749;97,000000;-44.7167492966667,-22.5221785133333;https://www.google.com.br/maps/@-44.7167492966667,-22.5221785133333,20z
1,95;-22,522227;-44,716833;97,500000;-44.7168326360606,-22.522226610303;https://www.google.com.br/maps/@-44.7168326360606,-22.522226610303,20z
1,96;-22,522274;-44,716916;98,000000;-44.7169163027273,-22.5222739;https://www.google.com.br/maps/@-44.7169163027273,-22.5222739,20z
1,97;-22,522321;-44,717000;98,500000;-44.7169999173494,-22.5223210936747;https://www.google.com.br/maps/@-44.7169999173494,-22.5223210936747,20z
1,98;-22,522368;-44,717083;99,000000;-44.717083266747,-22.5223682683735;https://www.google.com.br/maps/@-44.717083266747,-22.5223682683735,20z
1,99;-22,522415;-44,717167;99,500000;-44.717166817381,-22.5224151854762;https://www.google.com.br/maps/@-44.717166817381,-22.5224151854762,20z
2,00;-22,522462;-44,717251;100,000000;-44.7172505078571,-22.5224619235714;https://www.google.com.br/maps/@-44.7172505078571,-22.5224619235714,20z
2,01;-22,522508;-44,717334;100,500000;-44.7173344852907,-22.5225075032558;https://www.google.com.br/maps/@-44.7173344852907,-22.5225075032558,20z
2,02;-22,522553;-44,717419;101,000000;-44.7174186439655,-22.5225527893678;https://www.google.com.br/maps/@-44.7174186439655,-22.5225527893678,20z
2,03;-22,522597;-44,717503;101,500000;-44.7175034543103,-22.5225973123563;https://www.google.com.br/maps/@-44.7175034543103,-22.5225973123563,20z
2,04;-22,522642;-44,717589;102,000000;-44.7175885138728,-22.522641800289;https://www.google.com.br/maps/@-44.7175885138728,-22.522641800289,20z
2,05;-22,522686;-44,717674;102,500000;-44.7176738780347,-22.5226862453757;https://www.google.com.br/maps/@-44.7176738780347,-22.5226862453757,20z
2,06;-22,522732;-44,717758;103,000000;-44.7177580831579,-22.5227324078947;https://www.google.com.br/maps/@-44.7177580831579,-22.5227324078947,20z
2,07;-22,522779;-44,717842;103,500000;-44.7178418243529,-22.5227792564118;https://www.google.com.br/maps/@-44.7178418243529,-22.5227792564118,20z
2,08;-22,522828;-44,717924;104,000000;-44.7179242596471,-22.5228278975882;https://www.google.com.br/maps/@-44.7179242596471,-22.5228278975882,20z
2,09;-22,522876;-44,718007;104,500000;-44.7180067988824,-22.5228764311765;https://www.google.com.br/maps/@-44.7180067988824,-22.5228764311765,20z
2,10;-22,522925;-44,718090;105,000000;-44.7180895694706,-22.5229247252941;https://www.google.com.br/maps/@-44.7180895694706,-22.5229247252941,20z
2,11;-22,522973;-44,718173;105,500000;-44.7181725473837,-22.5229726839535;https://www.google.com.br/maps/@-44.7181725473837,-22.5229726839535,20z
2,12;-22,523020;-44,718256;106,000000;-44.7182556578488,-22.5230204281395;https://www.google.com.br/maps/@-44.7182556578488,-22.5230204281395,20z
2,13;-22,523068;-44,718339;106,500000;-44.7183390740805,-22.5230681493678;https://www.google.com.br/maps/@-44.7183390740805,-22.5230681493678,20z
2,14;-22,523115;-44,718423;107,000000;-44.7184227616854,-22.5231152392135;https://www.google.com.br/maps/@-44.7184227616854,-22.5231152392135,20z
2,15;-22,523159;-44,718508;107,500000;-44.7185077729213,-22.5231587673034;https://www.google.com.br/maps/@-44.7185077729213,-22.5231587673034,20z
2,16;-22,523203;-44,718593;108,000000;-44.7185926510286,-22.5232030366286;https://www.google.com.br/maps/@-44.7185926510286,-22.5232030366286,20z
2,17;-22,523249;-44,718677;108,500000;-44.7186773024571,-22.5232485680571;https://www.google.com.br/maps/@-44.7186773024571,-22.5232485680571,20z
2,18;-22,523294;-44,718762;109,000000;-44.7187620637143,-22.5232937983429;https://www.google.com.br/maps/@-44.7187620637143,-22.5232937983429,20z
2,19;-22,523339;-44,718847;109,500000;-44.7188468922857,-22.5233388440571;https://www.google.com.br/maps/@-44.7188468922857,-22.5233388440571,20z
2,20;-22,523381;-44,718933;110,000000;-44.7189326361932,-22.5233810373295;https://www.google.com.br/maps/@-44.7189326361932,-22.5233810373295,20z
2,21;-22,523423;-44,719019;110,500000;-44.7190186833714,-22.5234225823429;https://www.google.com.br/maps/@-44.7190186833714,-22.5234225823429,20z
2,22;-22,523462;-44,719106;111,000000;-44.7191060776571,-22.5234623309143;https://www.google.com.br/maps/@-44.7191060776571,-22.5234623309143,20z
2,23;-22,523501;-44,719194;111,500000;-44.719193834,-22.5235010612;https://www.google.com.br/maps/@-44.719193834,-22.5235010612,20z
2,24;-22,523538;-44,719282;112,000000;-44.719282234,-22.5235379812;https://www.google.com.br/maps/@-44.719282234,-22.5235379812,20z
2,25;-22,523573;-44,719371;112,500000;-44.7193711647701,-22.523573410977;https://www.google.com.br/maps/@-44.7193711647701,-22.523573410977,20z
2,26;-22,523608;-44,719460;113,000000;-44.7194604348851,-22.5236078879885;https://www.google.com.br/maps/@-44.7194604348851,-22.5236078879885,20z
2,27;-22,523641;-44,719551;113,500000;-44.7195507470175,-22.5236409782456;https://www.google.com.br/maps/@-44.7195507470175,-22.5236409782456,20z
2,28;-22,523673;-44,719641;114,000000;-44.7196413056471,-22.5236734461176;https://www.google.com.br/maps/@-44.7196413056471,-22.5236734461176,20z
2,29;-22,523704;-44,719732;114,500000;-44.7197323409412,-22.5237037343529;https://www.google.com.br/maps/@-44.7197323409412,-22.5237037343529,20z
2,30;-22,523733;-44,719824;115,000000;-44.7198236338728,-22.5237327413295;https://www.google.com.br/maps/@-44.7198236338728,-22.5237327413295,20z
2,31;-22,523760;-44,719915;115,500000;-44.7199152292486,-22.5237602442197;https://www.google.com.br/maps/@-44.7199152292486,-22.5237602442197,20z
2,32;-22,523785;-44,720007;116,000000;-44.7200074954286,-22.5237854110857;https://www.google.com.br/maps/@-44.7200074954286,-22.5237854110857,20z
2,33;-22,523810;-44,720100;116,500000;-44.7201000097143,-22.5238097139429;https://www.google.com.br/maps/@-44.7201000097143,-22.5238097139429,20z
2,34;-22,523832;-44,720194;117,000000;-44.7201935526744,-22.5238316118605;https://www.google.com.br/maps/@-44.7201935526744,-22.5238316118605,20z
2,35;-22,523853;-44,720287;117,500000;-44.7202871554971,-22.5238529891228;https://www.google.com.br/maps/@-44.7202871554971,-22.5238529891228,20z
2,36;-22,523873;-44,720381;118,000000;-44.7203808689474,-22.5238730242105;https://www.google.com.br/maps/@-44.7203808689474,-22.5238730242105,20z
2,37;-22,523892;-44,720475;118,500000;-44.7204747302941,-22.523892215;https://www.google.com.br/maps/@-44.7204747302941,-22.523892215,20z
2,38;-22,523911;-44,720569;119,000000;-44.7205687126471,-22.523910715;https://www.google.com.br/maps/@-44.7205687126471,-22.523910715,20z
2,39;-22,523927;-44,720663;119,500000;-44.7206632766667,-22.5239272266071;https://www.google.com.br/maps/@-44.7206632766667,-22.5239272266071,20z
2,40;-22,523943;-44,720758;120,000000;-44.7207579743976,-22.5239429124699;https://www.google.com.br/maps/@-44.7207579743976,-22.5239429124699,20z
2,41;-22,523956;-44,720853;120,500000;-44.7208528237952,-22.5239562799398;https://www.google.com.br/maps/@-44.7208528237952,-22.5239562799398,20z
2,42;-22,523968;-44,720948;121,000000;-44.7209479439877,-22.5239681865644;https://www.google.com.br/maps/@-44.7209479439877,-22.5239681865644,20z
2,43;-22,523979;-44,721043;121,500000;-44.7210433243558,-22.5239786896319;https://www.google.com.br/maps/@-44.7210433243558,-22.5239786896319,20z
2,44;-22,523987;-44,721139;122,000000;-44.7211390905,-22.5239871935;https://www.google.com.br/maps/@-44.7211390905,-22.5239871935,20z
2,45;-22,523995;-44,721235;122,500000;-44.7212347451572,-22.5239948968553;https://www.google.com.br/maps/@-44.7212347451572,-22.5239948968553,20z
2,46;-22,524001;-44,721330;123,000000;-44.7213299778616,-22.5240012427673;https://www.google.com.br/maps/@-44.7213299778616,-22.5240012427673,20z
2,47;-22,524006;-44,721426;123,500000;-44.7214258735484,-22.5240061970323;https://www.google.com.br/maps/@-44.7214258735484,-22.5240061970323,20z
2,48;-22,524010;-44,721522;124,000000;-44.7215220189542,-22.5240102988235;https://www.google.com.br/maps/@-44.7215220189542,-22.5240102988235,20z
2,49;-22,524013;-44,721618;124,500000;-44.7216178686274,-22.5240130047059;https://www.google.com.br/maps/@-44.7216178686274,-22.5240130047059,20z
2,50;-22,524015;-44,721714;125,000000;-44.721713551457,-22.5240145205298;https://www.google.com.br/maps/@-44.721713551457,-22.5240145205298,20z
2,51;-22,524015;-44,721809;125,500000;-44.7218091626175,-22.5240150275168;https://www.google.com.br/maps/@-44.7218091626175,-22.5240150275168,20z
2,52;-22,524013;-44,721905;126,000000;-44.7219050887919,-22.5240133026846;https://www.google.com.br/maps/@-44.7219050887919,-22.5240133026846,20z
2,53;-22,524010;-44,722001;126,500000;-44.7220009981757,-22.5240100581081;https://www.google.com.br/maps/@-44.7220009981757,-22.5240100581081,20z
2,54;-22,524006;-44,722097;127,000000;-44.722096864898,-22.5240055472109;https://www.google.com.br/maps/@-44.722096864898,-22.5240055472109,20z
2,55;-22,523999;-44,722193;127,500000;-44.7221925179592,-22.5239990642177;https://www.google.com.br/maps/@-44.7221925179592,-22.5239990642177,20z
2,56;-22,523991;-44,722288;128,000000;-44.7222877490411,-22.523991060137;https://www.google.com.br/maps/@-44.7222877490411,-22.523991060137,20z
2,57;-22,523982;-44,722383;128,500000;-44.7223828145455,-22.5239819432867;https://www.google.com.br/maps/@-44.7223828145455,-22.5239819432867,20z
2,58;-22,523972;-44,722478;129,000000;-44.7224780872727,-22.5239715097203;https://www.google.com.br/maps/@-44.7224780872727,-22.5239715097203,20z
2,59;-22,523960;-44,722573;129,500000;-44.7225734823741,-22.5239596373381;https://www.google.com.br/maps/@-44.7225734823741,-22.5239596373381,20z
2,60;-22,523947;-44,722669;130,000000;-44.7226687943796,-22.5239472364234;https://www.google.com.br/maps/@-44.7226687943796,-22.5239472364234,20z
2,61;-22,523935;-44,722764;130,500000;-44.7227639111194,-22.5239346735821;https://www.google.com.br/maps/@-44.7227639111194,-22.5239346735821,20z
2,62;-22,523922;-44,722859;131,000000;-44.7228590230597,-22.523922031791;https://www.google.com.br/maps/@-44.7228590230597,-22.523922031791,20z
2,63;-22,523909;-44,722954;131,500000;-44.7229541827481,-22.5239094057252;https://www.google.com.br/maps/@-44.7229541827481,-22.5239094057252,20z
2,64;-22,523897;-44,723049;132,000000;-44.7230491753846,-22.5238967967692;https://www.google.com.br/maps/@-44.7230491753846,-22.5238967967692,20z
2,65;-22,523884;-44,723144;132,500000;-44.7231438683206,-22.5238842354198;https://www.google.com.br/maps/@-44.7231438683206,-22.5238842354198,20z
2,66;-22,523872;-44,723239;133,000000;-44.7232391736641,-22.523872159084;https://www.google.com.br/maps/@-44.7232391736641,-22.523872159084,20z
2,67;-22,523861;-44,723334;133,500000;-44.7233342440476,-22.5238608007143;https://www.google.com.br/maps/@-44.7233342440476,-22.5238608007143,20z
2,68;-22,523850;-44,723429;134,000000;-44.7234294268644,-22.5238502133898;https://www.google.com.br/maps/@-44.7234294268644,-22.5238502133898,20z
2,69;-22,523841;-44,723525;134,500000;-44.7235249408182,-22.5238406690909;https://www.google.com.br/maps/@-44.7235249408182,-22.5238406690909,20z
2,70;-22,523833;-44,723621;135,000000;-44.7236206370874,-22.5238326504854;https://www.google.com.br/maps/@-44.7236206370874,-22.5238326504854,20z
2,71;-22,523826;-44,723716;135,500000;-44.7237160418947,-22.5238264101053;https://www.google.com.br/maps/@-44.7237160418947,-22.5238264101053,20z
2,72;-22,523821;-44,723812;136,000000;-44.7238118458427,-22.5238207461798;https://www.google.com.br/maps/@-44.7238118458427,-22.5238207461798,20z
2,73;-22,523815;-44,723907;136,500000;-44.7239072402326,-22.5238149053488;https://www.google.com.br/maps/@-44.7239072402326,-22.5238149053488,20z
2,74;-22,523809;-44,724003;137,000000;-44.724003222,-22.52380911;https://www.google.com.br/maps/@-44.724003222,-22.52380911,20z
2,75;-22,523804;-44,724099;137,500000;-44.7240987946296,-22.5238035585185;https://www.google.com.br/maps/@-44.7240987946296,-22.5238035585185,20z
2,76;-22,523799;-44,724194;138,000000;-44.7241943987179,-22.5237988205128;https://www.google.com.br/maps/@-44.7241943987179,-22.5237988205128,20z
2,77;-22,523791;-44,724290;138,500000;-44.7242902418605,-22.5237914604651;https://www.google.com.br/maps/@-44.7242902418605,-22.5237914604651,20z
2,78;-22,523783;-44,724386;139,000000;-44.7243856139535,-22.5237825534884;https://www.google.com.br/maps/@-44.7243856139535,-22.5237825534884,20z
2,79;-22,523780;-44,724481;139,500000;-44.7244812908696,-22.5237799452174;https://www.google.com.br/maps/@-44.7244812908696,-22.5237799452174,20z
2,80;-22,523780;-44,724578;140,000000;-44.724577695,-22.52378006;https://www.google.com.br/maps/@-44.724577695,-22.52378006,20z
2,81;-22,523776;-44,724673;140,500000;-44.7246728326923,-22.5237760284615;https://www.google.com.br/maps/@-44.7246728326923,-22.5237760284615,20z
2,82;-22,523772;-44,724769;141,000000;-44.7247690512069,-22.5237718751724;https://www.google.com.br/maps/@-44.7247690512069,-22.5237718751724,20z
2,83;-22,523770;-44,724865;141,500000;-44.7248646875,-22.52376992;https://www.google.com.br/maps/@-44.7248646875,-22.52376992,20z
2,84;-22,523769;-44,724960;142,000000;-44.7249601950704,-22.5237689587324;https://www.google.com.br/maps/@-44.7249601950704,-22.5237689587324,20z
2,85;-22,523768;-44,725057;142,500000;-44.7250566508475,-22.5237681786441;https://www.google.com.br/maps/@-44.7250566508475,-22.5237681786441,20z
2,86;-22,523770;-44,725153;143,000000;-44.7251526693617,-22.5237701131915;https://www.google.com.br/maps/@-44.7251526693617,-22.5237701131915,20z
2,87;-22,523776;-44,725248;143,500000;-44.7252480736111,-22.5237763444444;https://www.google.com.br/maps/@-44.7252480736111,-22.5237763444444,20z
2,88;-22,523782;-44,725344;144,000000;-44.7253437022857,-22.5237816782857;https://www.google.com.br/maps/@-44.7253437022857,-22.5237816782857,20z
2,89;-22,523780;-44,725440;144,500000;-44.7254395163158,-22.5237804573684;https://www.google.com.br/maps/@-44.7254395163158,-22.5237804573684,20z
2,90;-22,523781;-44,725535;145,000000;-44.72553508,-22.523780832;https://www.google.com.br/maps/@-44.72553508,-22.523780832,20z
2,91;-22,523784;-44,725631;145,500000;-44.7256314595918,-22.5237837367347;https://www.google.com.br/maps/@-44.7256314595918,-22.5237837367347,20z
2,92;-22,523789;-44,725727;146,000000;-44.7257272965306,-22.5237887746939;https://www.google.com.br/maps/@-44.7257272965306,-22.5237887746939,20z
2,93;-22,523796;-44,725823;146,500000;-44.725822858,-22.5237956892632;https://www.google.com.br/maps/@-44.725822858,-22.5237956892632,20z
2,94;-22,523804;-44,725919;147,000000;-44.7259185278261,-22.5238037007609;https://www.google.com.br/maps/@-44.7259185278261,-22.5238037007609,20z
2,95;-22,523813;-44,726014;147,500000;-44.726013669,-22.523812604;https://www.google.com.br/maps/@-44.726013669,-22.523812604,20z
2,96;-22,523822;-44,726109;148,000000;-44.7261090993976,-22.5238216506024;https://www.google.com.br/maps/@-44.7261090993976,-22.5238216506024,20z
2,97;-22,523831;-44,726205;148,500000;-44.726204787625,-22.523830902;https://www.google.com.br/maps/@-44.726204787625,-22.523830902,20z
2,98;-22,523840;-44,726300;149,000000;-44.7263000426923,-22.5238403458974;https://www.google.com.br/maps/@-44.7263000426923,-22.5238403458974,20z
2,99;-22,523850;-44,726395;149,500000;-44.7263950484615,-22.5238504347692;https://www.google.com.br/maps/@-44.7263950484615,-22.5238504347692,20z
3,00;-22,523860;-44,726491;150,000000;-44.7264906829412,-22.523860485;https://www.google.com.br/maps/@-44.7264906829412,-22.523860485,20z
3,01;-22,523872;-44,726586;150,500000;-44.7265860558621,-22.5238718534483;https://www.google.com.br/maps/@-44.7265860558621,-22.5238718534483,20z
3,02;-22,523883;-44,726681;151,000000;-44.7266814233333,-22.523882565;https://www.google.com.br/maps/@-44.7266814233333,-22.523882565,20z
3,03;-22,523888;-44,726776;151,500000;-44.7267763391209,-22.5238884498901;https://www.google.com.br/maps/@-44.7267763391209,-22.5238884498901,20z
3,04;-22,523894;-44,726872;152,000000;-44.7268720691429,-22.5238935045714;https://www.google.com.br/maps/@-44.7268720691429,-22.5238935045714,20z
3,05;-22,523902;-44,726968;152,500000;-44.7269677840678,-22.5239017027119;https://www.google.com.br/maps/@-44.7269677840678,-22.5239017027119,20z
3,06;-22,523912;-44,727063;153,000000;-44.7270630906299,-22.5239115955906;https://www.google.com.br/maps/@-44.7270630906299,-22.5239115955906,20z
3,07;-22,523922;-44,727159;153,500000;-44.727158633937,-22.5239217924409;https://www.google.com.br/maps/@-44.727158633937,-22.5239217924409,20z
3,08;-22,523932;-44,727254;154,000000;-44.7272539234752,-22.5239321615603;https://www.google.com.br/maps/@-44.7272539234752,-22.5239321615603,20z
3,09;-22,523942;-44,727349;154,500000;-44.7273492938816,-22.5239423711184;https://www.google.com.br/maps/@-44.7273492938816,-22.5239423711184,20z
3,10;-22,523952;-44,727445;155,000000;-44.7274448136184,-22.5239523513816;https://www.google.com.br/maps/@-44.7274448136184,-22.5239523513816,20z
3,11;-22,523960;-44,727540;155,500000;-44.7275400439877,-22.5239597140491;https://www.google.com.br/maps/@-44.7275400439877,-22.5239597140491,20z
3,12;-22,523966;-44,727636;156,000000;-44.7276355596429,-22.5239664371429;https://www.google.com.br/maps/@-44.7276355596429,-22.5239664371429,20z
3,13;-22,523972;-44,727732;156,500000;-44.7277317917857,-22.5239721276191;https://www.google.com.br/maps/@-44.7277317917857,-22.5239721276191,20z
